Origil raw file me,Converted file me,Re-annotated raw file me (userme_date_PI_Country_sampletag),NumReplicates,Organism,In Vivo or In vitro Process,Tissue type,Cell type,Culture conditions,Disease state,Comments,MHC class I or II,MHC Allele,PMID,SYSMHCID,Peptide,isolation method,antibody,"sample amount (cell number, weight of tissue)",fraction of sample measured,mass spectrometer,LC system,iRT peptides ,Acquisition mode,Fragmentation method,Gradient ,Gradient lenght (min),Flow rate,Column,Statiory Phase,Gradient details
SYSMHC00001_Mtb2_LaJolla_carone_C1309_274.raw,SYSMHC00001_Mtb2_LaJolla_carone_C1309_274_c.mzXML,SYSMHC00001_carone_161024_aebersold_switzerland_Mtb_274,1,Mycobacterium tuberculosis,,,,,,predicted to bind class II,class II,"DR,DP,DQ",26154972,SYSMHC00001,synthetic,,,,,Orbitrap ELITE,EASY-nLC 1000,yes,DDA,CID,2-32% ACN,120,,,,
SYSMHC00001_Mtb2_LaJolla_carone_C1309_277.raw,SYSMHC00001_Mtb2_LaJolla_carone_C1309_277_c.mzXML,SYSMHC00001_carone_161024_aebersold_switzerland_Mtb_277,1,Mycobacterium tuberculosis,,,,,,predicted to bind class II,class II,"DR,DP,DQ",26154972,SYSMHC00001,synthetic,,,,,Orbitrap ELITE,EASY-nLC 1000,yes,DDA,CID,2-32% ACN,120,,,,
SYSMHC00001_Mtb2_LaJolla_carone_C1309_280.raw,SYSMHC00001_Mtb2_LaJolla_carone_C1309_280_c.mzXML,SYSMHC00001_carone_161024_aebersold_switzerland_Mtb_280,1,Mycobacterium tuberculosis,,,,,,predicted to bind class II,class II,"DR,DP,DQ",26154972,SYSMHC00001,synthetic,,,,,Orbitrap ELITE,EASY-nLC 1000,yes,DDA,CID,2-32% ACN,120,,,,
SYSMHC00001_Mtb2_LaJolla_carone_C1309_283.raw,SYSMHC00001_Mtb2_LaJolla_carone_C1309_283_c.mzXML,SYSMHC00001_carone_161024_aebersold_switzerland_Mtb_283,1,Mycobacterium tuberculosis,,,,,,predicted to bind class II,class II,"DR,DP,DQ",26154972,SYSMHC00001,synthetic,,,,,Orbitrap ELITE,EASY-nLC 1000,yes,DDA,CID,2-32% ACN,120,,,,
SYSMHC00001_Mtb2_LaJolla_carone_C1309_286.raw,SYSMHC00001_Mtb2_LaJolla_carone_C1309_286_c.mzXML,SYSMHC00001_carone_161024_aebersold_switzerland_Mtb_286,1,Mycobacterium tuberculosis,,,,,,predicted to bind class II,class II,"DR,DP,DQ",26154972,SYSMHC00001,synthetic,,,,,Orbitrap ELITE,EASY-nLC 1000,yes,DDA,CID,2-32% ACN,120,,,,
SYSMHC00001_Mtb2_LaJolla_carone_C1309_289.raw,SYSMHC00001_Mtb2_LaJolla_carone_C1309_289_c.mzXML,SYSMHC00001_carone_161024_aebersold_switzerland_Mtb_289,1,Mycobacterium tuberculosis,,,,,,predicted to bind class II,class II,"DR,DP,DQ",26154972,SYSMHC00001,synthetic,,,,,Orbitrap ELITE,EASY-nLC 1000,yes,DDA,CID,2-32% ACN,120,,,,
SYSMHC00001_Mtb2_LaJolla_carone_C1309_292.raw,SYSMHC00001_Mtb2_LaJolla_carone_C1309_292_c.mzXML,SYSMHC00001_carone_161024_aebersold_switzerland_Mtb_292,1,Mycobacterium tuberculosis,,,,,,predicted to bind class II,class II,"DR,DP,DQ",26154972,SYSMHC00001,synthetic,,,,,Orbitrap ELITE,EASY-nLC 1000,yes,DDA,CID,2-32% ACN,120,,,,
SYSMHC00001_Mtb2_LaJolla_carone_C1309_295.raw,SYSMHC00001_Mtb2_LaJolla_carone_C1309_295_c.mzXML,SYSMHC00001_carone_161024_aebersold_switzerland_Mtb_295,1,Mycobacterium tuberculosis,,,,,,predicted to bind class II,class II,"DR,DP,DQ",26154972,SYSMHC00001,synthetic,,,,,Orbitrap ELITE,EASY-nLC 1000,yes,DDA,CID,2-32% ACN,120,,,,
SYSMHC00001_Mtb2_LaJolla_carone_C1309_298.raw,SYSMHC00001_Mtb2_LaJolla_carone_C1309_298_c.mzXML,SYSMHC00001_carone_161024_aebersold_switzerland_Mtb_298,1,Mycobacterium tuberculosis,,,,,,predicted to bind class II,class II,"DR,DP,DQ",26154972,SYSMHC00001,synthetic,,,,,Orbitrap ELITE,EASY-nLC 1000,yes,DDA,CID,2-32% ACN,120,,,,
SYSMHC00001_Mtb2_LaJolla_carone_C1309_301.raw,SYSMHC00001_Mtb2_LaJolla_carone_C1309_301_c.mzXML,SYSMHC00001_carone_161024_aebersold_switzerland_Mtb_301,1,Mycobacterium tuberculosis,,,,,,predicted to bind class II,class II,"DR,DP,DQ",26154972,SYSMHC00001,synthetic,,,,,Orbitrap ELITE,EASY-nLC 1000,yes,DDA,CID,2-32% ACN,120,,,,
SYSMHC00001_Mtb2_LaJolla_carone_C1309_304.raw,SYSMHC00001_Mtb2_LaJolla_carone_C1309_304_c.mzXML,SYSMHC00001_carone_161024_aebersold_switzerland_Mtb_304,1,Mycobacterium tuberculosis,,,,,,predicted to bind class II,class II,"DR,DP,DQ",26154972,SYSMHC00001,synthetic,,,,,Orbitrap ELITE,EASY-nLC 1000,yes,DDA,CID,2-32% ACN,120,,,,
SYSMHC00001_Mtb3_LaJolla_carone_C1309_239.raw,SYSMHC00001_Mtb3_LaJolla_carone_C1309_239_c.mzXML,SYSMHC00001_carone_161024_aebersold_switzerland_Mtb_239,1,Mycobacterium tuberculosis,,,,,,predicted to bind class II,class II,"DR,DP,DQ",26154972,SYSMHC00001,synthetic,,,,,Orbitrap ELITE,EASY-nLC 1000,yes,DDA,HCD,2-32% ACN,120,,,,
SYSMHC00001_Mtb3_LaJolla_carone_C1309_242.raw,SYSMHC00001_Mtb3_LaJolla_carone_C1309_242_c.mzXML,SYSMHC00001_carone_161024_aebersold_switzerland_Mtb_242,1,Mycobacterium tuberculosis,,,,,,predicted to bind class II,class II,"DR,DP,DQ",26154972,SYSMHC00001,synthetic,,,,,Orbitrap ELITE,EASY-nLC 1000,yes,DDA,HCD,2-32% ACN,120,,,,
SYSMHC00001_Mtb3_LaJolla_carone_C1309_245.raw,SYSMHC00001_Mtb3_LaJolla_carone_C1309_245_c.mzXML,SYSMHC00001_carone_161024_aebersold_switzerland_Mtb_245,1,Mycobacterium tuberculosis,,,,,,predicted to bind class II,class II,"DR,DP,DQ",26154972,SYSMHC00001,synthetic,,,,,Orbitrap ELITE,EASY-nLC 1000,yes,DDA,HCD,2-32% ACN,120,,,,
SYSMHC00001_Mtb3_LaJolla_carone_C1309_248.raw,SYSMHC00001_Mtb3_LaJolla_carone_C1309_248_c.mzXML,SYSMHC00001_carone_161024_aebersold_switzerland_Mtb_248,1,Mycobacterium tuberculosis,,,,,,predicted to bind class II,class II,"DR,DP,DQ",26154972,SYSMHC00001,synthetic,,,,,Orbitrap ELITE,EASY-nLC 1000,yes,DDA,HCD,2-32% ACN,120,,,,
SYSMHC00001_Mtb3_LaJolla_carone_C1309_251.raw,SYSMHC00001_Mtb3_LaJolla_carone_C1309_251_c.mzXML,SYSMHC00001_carone_161024_aebersold_switzerland_Mtb_251,1,Mycobacterium tuberculosis,,,,,,predicted to bind class II,class II,"DR,DP,DQ",26154972,SYSMHC00001,synthetic,,,,,Orbitrap ELITE,EASY-nLC 1000,yes,DDA,HCD,2-32% ACN,120,,,,
SYSMHC00001_Mtb3_LaJolla_carone_C1309_254.raw,SYSMHC00001_Mtb3_LaJolla_carone_C1309_254_c.mzXML,SYSMHC00001_carone_161024_aebersold_switzerland_Mtb_254,1,Mycobacterium tuberculosis,,,,,,predicted to bind class II,class II,"DR,DP,DQ",26154972,SYSMHC00001,synthetic,,,,,Orbitrap ELITE,EASY-nLC 1000,yes,DDA,HCD,2-32% ACN,120,,,,
SYSMHC00001_Mtb3_LaJolla_carone_C1309_257.raw,SYSMHC00001_Mtb3_LaJolla_carone_C1309_257_c.mzXML,SYSMHC00001_carone_161024_aebersold_switzerland_Mtb_257,1,Mycobacterium tuberculosis,,,,,,predicted to bind class II,class II,"DR,DP,DQ",26154972,SYSMHC00001,synthetic,,,,,Orbitrap ELITE,EASY-nLC 1000,yes,DDA,HCD,2-32% ACN,120,,,,
SYSMHC00001_Mtb3_LaJolla_carone_C1309_260.raw,SYSMHC00001_Mtb3_LaJolla_carone_C1309_260_c.mzXML,SYSMHC00001_carone_161024_aebersold_switzerland_Mtb_260,1,Mycobacterium tuberculosis,,,,,,predicted to bind class II,class II,"DR,DP,DQ",26154972,SYSMHC00001,synthetic,,,,,Orbitrap ELITE,EASY-nLC 1000,yes,DDA,HCD,2-32% ACN,120,,,,
SYSMHC00001_Mtb3_LaJolla_carone_C1309_263.raw,SYSMHC00001_Mtb3_LaJolla_carone_C1309_263_c.mzXML,SYSMHC00001_carone_161024_aebersold_switzerland_Mtb_263,1,Mycobacterium tuberculosis,,,,,,predicted to bind class II,class II,"DR,DP,DQ",26154972,SYSMHC00001,synthetic,,,,,Orbitrap ELITE,EASY-nLC 1000,yes,DDA,HCD,2-32% ACN,120,,,,
SYSMHC00001_Mtb3_LaJolla_carone_C1309_266.raw,SYSMHC00001_Mtb3_LaJolla_carone_C1309_266_c.mzXML,SYSMHC00001_carone_161024_aebersold_switzerland_Mtb_266,1,Mycobacterium tuberculosis,,,,,,predicted to bind class II,class II,"DR,DP,DQ",26154972,SYSMHC00001,synthetic,,,,,Orbitrap ELITE,EASY-nLC 1000,yes,DDA,HCD,2-32% ACN,120,,,,
SYSMHC00001_Mtb3_LaJolla_carone_C1309_269.raw,SYSMHC00001_Mtb3_LaJolla_carone_C1309_269_c.mzXML,SYSMHC00001_carone_161024_aebersold_switzerland_Mtb_269,1,Mycobacterium tuberculosis,,,,,,predicted to bind class II,class II,"DR,DP,DQ",26154972,SYSMHC00001,synthetic,,,,,Orbitrap ELITE,EASY-nLC 1000,yes,DDA,HCD,2-32% ACN,120,,,,
SYSMHC00001_Mtb3_LaJolla_carone_C1309_272.raw,SYSMHC00001_Mtb3_LaJolla_carone_C1309_272_c.mzXML,SYSMHC00001_carone_161024_aebersold_switzerland_Mtb_272,1,Mycobacterium tuberculosis,,,,,,predicted to bind class II,class II,"DR,DP,DQ",26154972,SYSMHC00001,synthetic,,,,,Orbitrap ELITE,EASY-nLC 1000,yes,DDA,HCD,2-32% ACN,120,,,,
SYSMHC00001_Mtb3_LaJolla_carone_C1309_275.raw,SYSMHC00001_Mtb3_LaJolla_carone_C1309_275_c.mzXML,SYSMHC00001_carone_161024_aebersold_switzerland_Mtb_275,1,Mycobacterium tuberculosis,,,,,,predicted to bind class II,class II,"DR,DP,DQ",26154972,SYSMHC00001,synthetic,,,,,Orbitrap ELITE,EASY-nLC 1000,yes,DDA,HCD,2-32% ACN,120,,,,
SYSMHC00001_Mtb3_LaJolla_carone_C1309_278.raw,SYSMHC00001_Mtb3_LaJolla_carone_C1309_278_c.mzXML,SYSMHC00001_carone_161024_aebersold_switzerland_Mtb_278,1,Mycobacterium tuberculosis,,,,,,predicted to bind class II,class II,"DR,DP,DQ",26154972,SYSMHC00001,synthetic,,,,,Orbitrap ELITE,EASY-nLC 1000,yes,DDA,HCD,2-32% ACN,120,,,,
SYSMHC00001_Mtb3_LaJolla_carone_C1309_281.raw,SYSMHC00001_Mtb3_LaJolla_carone_C1309_281_c.mzXML,SYSMHC00001_carone_161024_aebersold_switzerland_Mtb_281,1,Mycobacterium tuberculosis,,,,,,predicted to bind class II,class II,"DR,DP,DQ",26154972,SYSMHC00001,synthetic,,,,,Orbitrap ELITE,EASY-nLC 1000,yes,DDA,HCD,2-32% ACN,120,,,,
SYSMHC00001_Mtb3_LaJolla_carone_C1309_284.raw,SYSMHC00001_Mtb3_LaJolla_carone_C1309_284_c.mzXML,SYSMHC00001_carone_161024_aebersold_switzerland_Mtb_284,1,Mycobacterium tuberculosis,,,,,,predicted to bind class II,class II,"DR,DP,DQ",26154972,SYSMHC00001,synthetic,,,,,Orbitrap ELITE,EASY-nLC 1000,yes,DDA,HCD,2-32% ACN,120,,,,
SYSMHC00001_Mtb3_LaJolla_carone_C1309_287.raw,SYSMHC00001_Mtb3_LaJolla_carone_C1309_287_c.mzXML,SYSMHC00001_carone_161024_aebersold_switzerland_Mtb_287,1,Mycobacterium tuberculosis,,,,,,predicted to bind class II,class II,"DR,DP,DQ",26154972,SYSMHC00001,synthetic,,,,,Orbitrap ELITE,EASY-nLC 1000,yes,DDA,HCD,2-32% ACN,120,,,,
SYSMHC00001_Mtb3_LaJolla_carone_C1309_290.raw,SYSMHC00001_Mtb3_LaJolla_carone_C1309_290_c.mzXML,SYSMHC00001_carone_161024_aebersold_switzerland_Mtb_290,1,Mycobacterium tuberculosis,,,,,,predicted to bind class II,class II,"DR,DP,DQ",26154972,SYSMHC00001,synthetic,,,,,Orbitrap ELITE,EASY-nLC 1000,yes,DDA,HCD,2-32% ACN,120,,,,
SYSMHC00001_Mtb3_LaJolla_carone_C1309_293.raw,SYSMHC00001_Mtb3_LaJolla_carone_C1309_293_c.mzXML,SYSMHC00001_carone_161024_aebersold_switzerland_Mtb_293,1,Mycobacterium tuberculosis,,,,,,predicted to bind class II,class II,"DR,DP,DQ",26154972,SYSMHC00001,synthetic,,,,,Orbitrap ELITE,EASY-nLC 1000,yes,DDA,HCD,2-32% ACN,120,,,,
SYSMHC00001_Mtb3_LaJolla_carone_C1309_296.raw,SYSMHC00001_Mtb3_LaJolla_carone_C1309_296_c.mzXML,SYSMHC00001_carone_161024_aebersold_switzerland_Mtb_296,1,Mycobacterium tuberculosis,,,,,,predicted to bind class II,class II,"DR,DP,DQ",26154972,SYSMHC00001,synthetic,,,,,Orbitrap ELITE,EASY-nLC 1000,yes,DDA,HCD,2-32% ACN,120,,,,
SYSMHC00001_Mtb3_LaJolla_carone_C1309_299.raw,SYSMHC00001_Mtb3_LaJolla_carone_C1309_299_c.mzXML,SYSMHC00001_carone_161024_aebersold_switzerland_Mtb_299,1,Mycobacterium tuberculosis,,,,,,predicted to bind class II,class II,"DR,DP,DQ",26154972,SYSMHC00001,synthetic,,,,,Orbitrap ELITE,EASY-nLC 1000,yes,DDA,HCD,2-32% ACN,120,,,,
SYSMHC00001_Mtb3_LaJolla_carone_C1309_302.raw,SYSMHC00001_Mtb3_LaJolla_carone_C1309_302_c.mzXML,SYSMHC00001_carone_161024_aebersold_switzerland_Mtb_302,1,Mycobacterium tuberculosis,,,,,,predicted to bind class II,class II,"DR,DP,DQ",26154972,SYSMHC00001,synthetic,,,,,Orbitrap ELITE,EASY-nLC 1000,yes,DDA,HCD,2-32% ACN,120,,,,
SYSMHC00001_Mtb3_LaJolla_carone_C1309_305.raw,SYSMHC00001_Mtb3_LaJolla_carone_C1309_305_c.mzXML,SYSMHC00001_carone_161024_aebersold_switzerland_Mtb_305,1,Mycobacterium tuberculosis,,,,,,predicted to bind class II,class II,"DR,DP,DQ",26154972,SYSMHC00001,synthetic,,,,,Orbitrap ELITE,EASY-nLC 1000,yes,DDA,HCD,2-32% ACN,120,,,,
SYSMHC00001_PBMC1_Tubingen_120724_CB_Buffy18_W_20_Rep1_msms1.RAW,SYSMHC00001_PBMC1_Tubingen_120724_CB_Buffy18_W_20_Rep1_msms1_c.mzXML,SYSMHC00001_Kowalewskid_160207_Rammensee_Germany_PBMC_Buffy18,1,Human,In vivo,Blood,PBMC,,,,class I,"A03,A24,B07,B51",26154972,SYSMHC00001,native,Immunoaffinity,W6/32,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00001_PBMC1_Tubingen_120724_CB_Buffy18_W_20_Rep2_msms2.RAW,SYSMHC00001_PBMC1_Tubingen_120724_CB_Buffy18_W_20_Rep2_msms2_c.mzXML,SYSMHC00001_Kowalewskid_160207_Rammensee_Germany_PBMC_Buffy18,2,Human,In vivo,Blood,PBMC,,,,class I,"A03,A24,B07,B51",26154972,SYSMHC00001,native,Immunoaffinity,W6/32,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00001_PBMC1_Tubingen_120724_CB_Buffy18_W_20_Rep3_msms3.RAW,SYSMHC00001_PBMC1_Tubingen_120724_CB_Buffy18_W_20_Rep3_msms3_c.mzXML,SYSMHC00001_Kowalewskid_160207_Rammensee_Germany_PBMC_Buffy18,3,Human,In vivo,Blood,PBMC,,,,class I,"A03,A24,B07,B51",26154972,SYSMHC00001,native,Immunoaffinity,W6/32,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00001_PBMC1_Tubingen_120724_CB_Buffy18_W_20_Rep4_msms4.RAW,SYSMHC00001_PBMC1_Tubingen_120724_CB_Buffy18_W_20_Rep4_msms4_c.mzXML,SYSMHC00001_Kowalewskid_160207_Rammensee_Germany_PBMC_Buffy18,4,Human,In vivo,Blood,PBMC,,,,class I,"A03,A24,B07,B51",26154972,SYSMHC00001,native,Immunoaffinity,W6/32,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00001_PBMC1_Tubingen_120724_CB_Buffy18_W_20_Rep5_msms5.RAW,SYSMHC00001_PBMC1_Tubingen_120724_CB_Buffy18_W_20_Rep5_msms5_c.mzXML,SYSMHC00001_Kowalewskid_160207_Rammensee_Germany_PBMC_Buffy18,5,Human,In vivo,Blood,PBMC,,,,class I,"A03,A24,B07,B51",26154972,SYSMHC00001,native,Immunoaffinity,W6/32,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00001_PBMC10_Tubingen_130429_SKUG_Buffy83_W_1p25ug_20_50umx15cmColumn_60min3sDynExcl_3_msms4.RAW,SYSMHC00001_PBMC10_Tubingen_130429_SKUG_Buffy83_W_1p25ug_20_50umx15cmColumn_60min3sDynExcl_3_msms4_c.mzXML,SYSMHC00001_Kowalewskid_160207_Rammensee_Germany_PBMC_Buffy83,1,Human,In vivo,Blood,PBMC,,,,class I,"A03,A25,B44,B57",26154972,SYSMHC00001,native,Immunoaffinity,W6/32,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00001_PBMC10_Tubingen_130430_SKUG_Buffy83_W_1p25ug_20_15cm60min3sDynExcl_4_msms27.RAW,SYSMHC00001_PBMC10_Tubingen_130430_SKUG_Buffy83_W_1p25ug_20_15cm60min3sDynExcl_4_msms27_c.mzXML,SYSMHC00001_Kowalewskid_160207_Rammensee_Germany_PBMC_Buffy83,2,Human,In vivo,Blood,PBMC,,,,class I,"A03,A25,B44,B57",26154972,SYSMHC00001,native,Immunoaffinity,W6/32,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00001_PBMC11_Tubingen_130510_SKUG_Buffy85_W_2p00ug_20_Rep_1_msms6.RAW,SYSMHC00001_PBMC11_Tubingen_130510_SKUG_Buffy85_W_2p00ug_20_Rep_1_msms6_c.mzXML,SYSMHC00001_Kowalewskid_160207_Rammensee_Germany_PBMC_Buffy85,1,Human,In vivo,Blood,PBMC,,,,class I,"A11,A30,B08,B39",26154972,SYSMHC00001,native,Immunoaffinity,W6/32,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00001_PBMC11_Tubingen_130510_SKUG_Buffy85_W_2p00ug_20_Rep_2_msms7.RAW,SYSMHC00001_PBMC11_Tubingen_130510_SKUG_Buffy85_W_2p00ug_20_Rep_2_msms7_c.mzXML,SYSMHC00001_Kowalewskid_160207_Rammensee_Germany_PBMC_Buffy85,2,Human,In vivo,Blood,PBMC,,,,class I,"A11,A30,B08,B39",26154972,SYSMHC00001,native,Immunoaffinity,W6/32,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00001_PBMC11_Tubingen_130510_SKUG_Buffy85_W_2p00ug_20_Rep_3_msms8.RAW,SYSMHC00001_PBMC11_Tubingen_130510_SKUG_Buffy85_W_2p00ug_20_Rep_3_msms8_c.mzXML,SYSMHC00001_Kowalewskid_160207_Rammensee_Germany_PBMC_Buffy85,3,Human,In vivo,Blood,PBMC,,,,class I,"A11,A30,B08,B39",26154972,SYSMHC00001,native,Immunoaffinity,W6/32,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00001_PBMC11_Tubingen_130510_SKUG_Buffy85_W_2p00ug_20_Rep_4_msms9.RAW,SYSMHC00001_PBMC11_Tubingen_130510_SKUG_Buffy85_W_2p00ug_20_Rep_4_msms9_c.mzXML,SYSMHC00001_Kowalewskid_160207_Rammensee_Germany_PBMC_Buffy85,4,Human,In vivo,Blood,PBMC,,,,class I,"A11,A30,B08,B39",26154972,SYSMHC00001,native,Immunoaffinity,W6/32,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00001_PBMC11_Tubingen_130510_SKUG_Buffy85_W_2p00ug_20_Rep_5_msms10.RAW,SYSMHC00001_PBMC11_Tubingen_130510_SKUG_Buffy85_W_2p00ug_20_Rep_5_msms10_c.mzXML,SYSMHC00001_Kowalewskid_160207_Rammensee_Germany_PBMC_Buffy85,5,Human,In vivo,Blood,PBMC,,,,class I,"A11,A30,B08,B39",26154972,SYSMHC00001,native,Immunoaffinity,W6/32,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00001_PBMC12_Tubingen_130426_SKUG_Buffy89_W_1p75ug_20_Rep_1_msms8.RAW,SYSMHC00001_PBMC12_Tubingen_130426_SKUG_Buffy89_W_1p75ug_20_Rep_1_msms8_c.mzXML,SYSMHC00001_Kowalewskid_160207_Rammensee_Germany_PBMC_Buffy89,1,Human,In vivo,Blood,PBMC,,,,class I,"A01,A23,B08,B44",26154972,SYSMHC00001,native,Immunoaffinity,W6/32,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00001_PBMC12_Tubingen_130426_SKUG_Buffy89_W_1p75ug_20_Rep_2_msms9.RAW,SYSMHC00001_PBMC12_Tubingen_130426_SKUG_Buffy89_W_1p75ug_20_Rep_2_msms9_c.mzXML,SYSMHC00001_Kowalewskid_160207_Rammensee_Germany_PBMC_Buffy89,2,Human,In vivo,Blood,PBMC,,,,class I,"A01,A23,B08,B44",26154972,SYSMHC00001,native,Immunoaffinity,W6/32,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00001_PBMC12_Tubingen_130430_SKUG_Buffy89_W_1p75ug_20_15cm60min3sDynExcl_4_msms25.RAW,SYSMHC00001_PBMC12_Tubingen_130430_SKUG_Buffy89_W_1p75ug_20_15cm60min3sDynExcl_4_msms25_c.mzXML,SYSMHC00001_Kowalewskid_160207_Rammensee_Germany_PBMC_Buffy89,3,Human,In vivo,Blood,PBMC,,,,class I,"A01,A23,B08,B44",26154972,SYSMHC00001,native,Immunoaffinity,W6/32,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00001_PBMC13_Tubingen_130314_CB_Buffy54_W_20_Rep_1_msms7.RAW,SYSMHC00001_PBMC13_Tubingen_130314_CB_Buffy54_W_20_Rep_1_msms7_c.mzXML,SYSMHC00001_Kowalewskid_160207_Rammensee_Germany_PBMC_Buffy54,1,Human,In vivo,Blood,PBMC,,,,class I,"A02,A11,B35",26154972,SYSMHC00001,native,Immunoaffinity,W6/32,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00001_PBMC13_Tubingen_130314_CB_Buffy54_W_20_Rep_2_msms8.RAW,SYSMHC00001_PBMC13_Tubingen_130314_CB_Buffy54_W_20_Rep_2_msms8_c.mzXML,SYSMHC00001_Kowalewskid_160207_Rammensee_Germany_PBMC_Buffy54,2,Human,In vivo,Blood,PBMC,,,,class I,"A02,A11,B35",26154972,SYSMHC00001,native,Immunoaffinity,W6/32,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00001_PBMC13_Tubingen_130314_CB_Buffy54_W_20_Rep_3_msms9.RAW,SYSMHC00001_PBMC13_Tubingen_130314_CB_Buffy54_W_20_Rep_3_msms9_c.mzXML,SYSMHC00001_Kowalewskid_160207_Rammensee_Germany_PBMC_Buffy54,3,Human,In vivo,Blood,PBMC,,,,class I,"A02,A11,B35",26154972,SYSMHC00001,native,Immunoaffinity,W6/32,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00001_PBMC13_Tubingen_130314_CB_Buffy54_W_20_Rep_4_msms10.RAW,SYSMHC00001_PBMC13_Tubingen_130314_CB_Buffy54_W_20_Rep_4_msms10_c.mzXML,SYSMHC00001_Kowalewskid_160207_Rammensee_Germany_PBMC_Buffy54,4,Human,In vivo,Blood,PBMC,,,,class I,"A02,A11,B35",26154972,SYSMHC00001,native,Immunoaffinity,W6/32,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00001_PBMC13_Tubingen_130314_CB_Buffy54_W_20_Rep_5_msms11.RAW,SYSMHC00001_PBMC13_Tubingen_130314_CB_Buffy54_W_20_Rep_5_msms11_c.mzXML,SYSMHC00001_Kowalewskid_160207_Rammensee_Germany_PBMC_Buffy54,5,Human,In vivo,Blood,PBMC,,,,class I,"A02,A11,B35",26154972,SYSMHC00001,native,Immunoaffinity,W6/32,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00001_PBMC14_Tubingen_130513_SKUG_Buffy94_W_XpXXg_20_Rep_1_msms26.RAW,SYSMHC00001_PBMC14_Tubingen_130513_SKUG_Buffy94_W_XpXXg_20_Rep_1_msms26_c.mzXML,SYSMHC00001_Kowalewskid_160207_Rammensee_Germany_PBMC_Buffy94,1,Human,In vivo,Blood,PBMC,,,,class I,"A02,B44,B57",26154972,SYSMHC00001,native,Immunoaffinity,W6/32,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00001_PBMC14_Tubingen_130513_SKUG_Buffy94_W_XpXXg_20_Rep_2_msms27.RAW,SYSMHC00001_PBMC14_Tubingen_130513_SKUG_Buffy94_W_XpXXg_20_Rep_2_msms27_c.mzXML,SYSMHC00001_Kowalewskid_160207_Rammensee_Germany_PBMC_Buffy94,2,Human,In vivo,Blood,PBMC,,,,class I,"A02,B44,B57",26154972,SYSMHC00001,native,Immunoaffinity,W6/32,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00001_PBMC14_Tubingen_130513_SKUG_Buffy94_W_XpXXg_20_Rep_3_msms28.RAW,SYSMHC00001_PBMC14_Tubingen_130513_SKUG_Buffy94_W_XpXXg_20_Rep_3_msms28_c.mzXML,SYSMHC00001_Kowalewskid_160207_Rammensee_Germany_PBMC_Buffy94,3,Human,In vivo,Blood,PBMC,,,,class I,"A02,B44,B57",26154972,SYSMHC00001,native,Immunoaffinity,W6/32,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
